time_period,time_identifier,geographic_level,country_name,country_code,main_category,category_of_expenditure,early_years_establishments,primary_schools,secondary_schools,sen_and_special_schools,pupil_referral_units_and_alt_provision,post_16,gross_expenditure,income,net_expenditure,net_per_capita_expenditure
202021,Financial year,National,England,E92000001,Schools,1.3.1 Central expenditure on early years entitlement,133.29,x,x,x,x,x,133.29,1.52,131.77,11
202021,Financial year,National,England,E92000001,Schools,1.4.1 Contribution to combined expenditure,8.12,55.87,31.28,3.17,1.48,x,99.93,3.19,96.74,11
202021,Financial year,National,England,E92000001,Schools,1.4.2 School admissions,1.72,41.16,25.05,1.23,0.38,x,69.53,1.62,67.91,8
202021,Financial year,National,England,E92000001,Schools,1.4.3 Servicing of schools forums,0.19,2.09,1.34,0.18,0.06,x,3.86,0.13,3.73,0
202021,Financial year,National,England,E92000001,Schools,1.4.4 Termination of employment costs,0.47,14.24,9.92,1.24,0.05,x,25.93,0.18,25.75,3
202021,Financial year,National,England,E92000001,Schools,1.4.5 Falling Rolls Fund,0,4.52,2.82,0,0,x,7.34,0,7.34,1
202021,Financial year,National,England,E92000001,Schools,1.4.6 Capital expenditure from revenue (CERA),0.09,3.06,4.34,2.89,0.02,x,10.41,1.75,8.66,1
202021,Financial year,National,England,E92000001,Schools,1.4.7 Prudential borrowing costs,0.14,11.48,7.93,5.84,0.02,x,25.41,0,25.41,3
202021,Financial year,National,England,E92000001,Schools,1.4.8 Fees to independent schools without SEN,0.02,1.45,1.83,0.54,0.26,x,4.09,0,4.09,0
202021,Financial year,National,England,E92000001,Schools,1.4.9 Equal pay - back pay,0.04,0.95,0.38,0.18,low,x,1.56,0,1.56,0
202021,Financial year,National,England,E92000001,Schools,1.4.10 Pupil growth (includes infant class sizes for years prior to 2018-19),0.66,72.48,66.55,2.24,0.09,x,142.01,0.11,141.9,16
202021,Financial year,National,England,E92000001,Schools,1.4.11 SEN transport,0.16,2.96,2.06,13.32,1.47,0.15,20.11,0,20.11,2
202021,Financial year,National,England,E92000001,Schools,1.4.12 Exceptions agreed by Secretary of State,low,low,0.36,low,0,0,0.36,0,0.36,0
202021,Financial year,National,England,E92000001,Schools,1.4.13 Infant class sizes,x,10.06,x,x,x,x,10.06,0,10.06,1
202021,Financial year,National,England,E92000001,Schools,1.4.14 Other Items,1.62,23.56,14.33,1.21,0.32,x,41.06,x,41.06,5
202021,Financial year,National,England,E92000001,Schools,1.5.1 Education welfare service (funded within schools budget),x,x,x,x,x,x,37.08,0.62,36.45,4
202021,Financial year,National,England,E92000001,Schools,1.5.2 Asset management (funded within schools budget),x,x,x,x,x,x,17.92,0.02,17.9,2
202021,Financial year,National,England,E92000001,Schools,1.5.3 Statutory/ Regulatory duties (funded within schools budget),x,x,x,x,x,x,78.65,0.67,77.98,9
202021,Financial year,National,England,E92000001,Schools,1.6.1 Central support services,x,x,x,x,x,x,4.23,0.06,4.18,0
202021,Financial year,National,England,E92000001,Schools,1.6.2 Education welfare service,x,x,x,x,x,x,1.95,0.03,1.92,0
202021,Financial year,National,England,E92000001,Schools,1.6.3 Asset Management (funded through maintained schools budget),x,x,x,x,x,x,4.31,0.02,4.29,0
202021,Financial year,National,England,E92000001,Schools,1.6.4 Statutory/ Regulatory duties (funded through maintained schools budget),x,x,x,x,x,x,17.07,0.38,16.69,2
202021,Financial year,National,England,E92000001,Schools,1.6.5 Premature retirement cost/ Redundancy costs (new provisions),x,x,x,x,x,x,4.39,0.03,4.36,0
202021,Financial year,National,England,E92000001,Schools,1.6.6 Monitoring national curriculum assessment,x,x,x,x,x,x,0.77,0.01,0.76,0
202021,Financial year,National,England,E92000001,Schools,1.7.1 Other Specific Grants,0.11,29.43,1.42,1.47,0.66,0.05,33.13,33.13,0,0
202021,Financial year,National,England,E92000001,Schools,1.8.1 TOTAL SCHOOLS EXPENDITURE (after academy recoupment),3742.37,13530.68,5194.96,3751.41,588.73,469.5,27444.01,134.02,27309.99,z
202021,Financial year,National,England,E92000001,Dedicated schools grant,1.9.1 Dedicated Schools Grant for year,x,x,x,x,x,x,26574.57,x,x,z
202021,Financial year,National,England,E92000001,Dedicated schools grant,1.9.1a Dedicated Schools Grant in year adjustments,x,x,x,x,x,x,32.97,x,x,z
202021,Financial year,National,England,E92000001,Dedicated schools grant,1.9.2 Dedicated Schools Grant brought forward from previous year,x,x,x,x,x,x,-486.63,x,x,z
202021,Financial year,National,England,E92000001,Dedicated schools grant,1.9.3 Dedicated Schools Grant carried forward to next year,x,x,x,x,x,x,800.87,x,x,z
202021,Financial year,National,England,E92000001,Dedicated schools grant,1.9.4 Grant for maintained school 6th forms,x,x,x,x,x,x,381.8,x,x,z
202021,Financial year,National,England,E92000001,Dedicated schools grant,1.9.5 Local Authority additional contribution,x,x,x,x,x,x,4.58,x,x,z
202021,Financial year,National,England,E92000001,Dedicated schools grant,1.9.6 Total funding supporting the Schools Budget,x,x,x,x,x,x,27308.16,x,x,z
202021,Financial year,National,England,E92000001,Other education and community,2.0.1 Central support services,x,x,x,x,x,x,141.59,84.57,57.01,15
202021,Financial year,National,England,E92000001,Other education and community,2.0.2 Education welfare service,x,x,x,x,x,x,49.37,10.91,38.46,10
202021,Financial year,National,England,E92000001,Other education and community,2.0.3 School improvement,x,x,x,x,x,x,153.99,68.74,85.25,22
202021,Financial year,National,England,E92000001,Other education and community,2.0.4 Asset management - education,x,x,x,x,x,x,35.5,9.14,26.36,7
202021,Financial year,National,England,E92000001,Other education and community,2.0.5 Statutory/ Regulatory duties - education,x,x,x,x,x,x,198.38,37.6,160.78,42
202021,Financial year,National,England,E92000001,Other education and community,2.0.6 Premature retirement cost/ Redundancy costs (new provisions),x,x,x,x,x,x,11.36,0.45,10.91,3
202021,Financial year,National,England,E92000001,Other education and community,2.0.7 Monitoring national curriculum assessment,x,x,x,x,x,x,2.9,0.48,2.42,1
202021,Financial year,National,England,E92000001,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,151.39,27.57,123.82,14
202021,Financial year,National,England,E92000001,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,5.7,109.69,96.73,589.1,27.99,x,829.21,20.36,808.85,92
202021,Financial year,National,England,E92000001,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,2.9,21.72,1.63,66.32,92.57,3.36,89.2,10
202021,Financial year,National,England,E92000001,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0.52,6.14,0.51,30.42,37.59,1.48,36.11,4
202021,Financial year,National,England,E92000001,Other education and community,2.1.8 Home to post-16 provision transport: mainstream home to post-16 transport expenditure,x,x,1.27,0.03,0.06,20.2,21.56,6.72,14.84,2
202021,Financial year,National,England,E92000001,Other education and community,2.1.9 Supply of school places,x,x,x,x,x,x,29.41,11.77,17.64,2
202021,Financial year,National,England,E92000001,Other education and community,2.2.1 Other spend not funded from the Schools Budget,x,x,x,x,x,x,14.45,2.47,11.98,1
202021,Financial year,National,England,E92000001,Other education and community,2.3.1 Young peoples learning and development,x,x,39.19,5.26,2.84,x,47.29,21.97,25.32,3
202021,Financial year,National,England,E92000001,Other education and community,2.3.2 Adult and Community learning,x,x,x,x,x,x,283.02,251.91,31.11,4
202021,Financial year,National,England,E92000001,Other education and community,2.3.3 Pension costs,x,x,x,x,x,x,245.29,14.35,230.94,26
202021,Financial year,National,England,E92000001,Other education and community,2.3.4 Joint use arrangements,x,x,x,x,x,x,3.88,2.26,1.62,0
202021,Financial year,National,England,E92000001,Other education and community,2.3.5 Insurance,x,x,x,x,x,x,3.47,0.03,3.44,0
202021,Financial year,National,England,E92000001,Other education and community,2.4.1 Other Specific Grant,x,x,x,x,x,x,39.51,39.51,0,z
202021,Financial year,National,England,E92000001,Other education and community,2.5.1 Capital Expenditure (excluding CERA),8.76,522.25,426.89,171.24,12.5,x,1141.64,252.18,889.46,102
202021,Financial year,National,England,E92000001,Other education and community,2.4.2 Capital Expenditure from Revenue (CERA) (Non-schools budget functions),x,x,x,x,x,x,17.02,10.3,6.73,z
202021,Financial year,National,England,E92000001,Other education and community,2.4.3 Total Other education and community expenditure,x,x,x,x,x,x,3010.95,671.99,2338.96,613
202122,Financial year,National,England,E92000001,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",5.06,318.62,339.44,687.9,80.63,284.15,1715.81,8.21,1707.6,127
202122,Financial year,National,England,E92000001,Schools,1.1.1 Contingencies,x,18.26,4.3,x,x,x,22.56,0.28,22.28,6
202122,Financial year,National,England,E92000001,Schools,1.1.3 Support to UPEG and bilingual learners,x,9.45,1.82,x,x,x,11.27,0.67,10.6,3
202122,Financial year,National,England,E92000001,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,13.36,56.79,67.93,1343.53,74.41,226.61,1782.63,16.37,1766.26,132
202122,Financial year,National,England,E92000001,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,250.45,19.89,230.56,26
202122,Financial year,National,England,E92000001,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,24.34,2.77,21.56,2
202122,Financial year,National,England,E92000001,Schools,1.2.1 Top-up funding – maintained schools,17.97,539.8,144.89,1190.29,123.59,x,2016.54,21.5,1995.03,149
202122,Financial year,National,England,E92000001,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,1.13,36.19,14.75,x,x,x,52.08,0.22,51.86,4
202122,Financial year,National,England,E92000001,Schools,"1.0.1 Individual Schools Budget, after academy recoupment",3407.47,12438.14,4384.15,x,x,x,20229.76,x,20229.76,5454
202122,Financial year,National,England,E92000001,Other education and community,2.1.5 Home to school transport (pre 16): mainstream home to school transport expenditure,1.66,109.72,275.94,5.32,9.93,x,402.57,31.31,371.26,42
202122,Financial year,National,England,E92000001,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,11.91,0.35,1.02,13.29,3.77,9.52,1
202122,Financial year,National,England,E92000001,Schools,1.0.2 High needs place funding within Individual Schools Budget,6.94,67.03,28.29,848.45,160.38,x,1111.1,x,1111.1,300
202122,Financial year,National,England,E92000001,Schools,1.1.2 Behaviour support services,x,12.12,1.01,x,x,x,13.14,0.31,12.83,3
202122,Financial year,National,England,E92000001,Schools,1.1.4 Free school meals eligibility,x,2.77,0.78,x,x,x,3.55,0.58,2.98,1
202122,Financial year,National,England,E92000001,Schools,1.1.5 Insurance,x,5.32,1.87,x,x,x,7.18,0,7.18,2
202122,Financial year,National,England,E92000001,Schools,1.1.6 Museum and Library services,x,1.38,low,x,x,x,1.38,0,1.38,0
202122,Financial year,National,England,E92000001,Schools,1.1.7 Licences/subscriptions,x,2.73,0.61,x,x,x,3.34,0.16,3.17,1
202122,Financial year,National,England,E92000001,Schools,1.1.8 Staff costs – supply cover excluding cover for facility time,x,22.26,4.11,x,x,x,26.36,1.28,25.08,7
202122,Financial year,National,England,E92000001,Schools,1.1.9 Staff costs – supply cover for facility time,x,7.54,3.37,x,x,x,10.91,1.65,9.26,2
202122,Financial year,National,England,E92000001,Schools,1.1.10 School improvement,x,7.76,1.61,x,x,x,9.37,0.01,9.36,3
202122,Financial year,National,England,E92000001,Schools,1.2.5 SEN support service,57.43,212.98,124.57,79.91,6.66,12.55,494.1,15.48,478.62,36
202122,Financial year,National,England,E92000001,Schools,1.2.6 Hospital education services,x,x,x,19.72,27.16,x,46.87,0.37,46.5,3
202122,Financial year,National,England,E92000001,Schools,1.2.7 Other alternative provision services,2.4,28.02,36.93,2.65,129.7,0.83,200.53,8.65,191.89,14
202122,Financial year,National,England,E92000001,Schools,1.2.8 Support for inclusion,10.45,70.83,44.06,24,6.64,0.94,156.92,6.09,150.83,11
202122,Financial year,National,England,E92000001,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,3.69,0.51,x,4.2,0,4.2,0
202122,Financial year,National,England,E92000001,Schools,1.2.11 Direct payments (SEN and disability),0.05,2.84,1.93,14.25,6.01,0.69,25.78,0.14,25.64,2
202122,Financial year,National,England,E92000001,Schools,1.2.12 Carbon reduction commitment allowances (PRUs),x,x,x,x,0,x,0,0,0,0
202122,Financial year,National,England,E92000001,Schools,1.2.13 Therapies and other health related services,1.34,22.62,14.38,18.08,3.95,1.41,61.8,2.43,59.37,4
202122,Financial year,National,England,E92000001,Schools,1.3.1 Central expenditure on early years entitlement,131.43,x,x,x,x,x,131.43,2.34,129.09,11
202122,Financial year,National,England,E92000001,Schools,1.4.1 Contribution to combined expenditure,7.22,45.19,25.53,3.02,1.57,x,82.53,2.9,79.62,9
202122,Financial year,National,England,E92000001,Schools,1.4.2 School admissions,1.5,42.6,26.18,1.12,0.38,x,71.78,1.73,70.06,8
202122,Financial year,National,England,E92000001,Schools,1.4.3 Servicing of schools forums,0.17,2.37,1.42,0.17,0.06,x,4.2,0.13,4.06,0
202122,Financial year,National,England,E92000001,Schools,1.4.4 Termination of employment costs,0.59,15.59,11.11,0.8,0.19,x,28.28,0.23,28.05,3
202122,Financial year,National,England,E92000001,Schools,1.4.5 Falling Rolls Fund,0.12,4.4,2.22,0,0,x,6.74,0,6.74,1
202122,Financial year,National,England,E92000001,Schools,1.4.6 Capital expenditure from revenue (CERA),0.03,3.79,2.89,1.23,0.02,x,7.96,1.76,6.2,1
202122,Financial year,National,England,E92000001,Schools,1.4.7 Prudential borrowing costs,0.12,12.58,9.3,5.58,0.04,x,27.61,0,27.61,3
202122,Financial year,National,England,E92000001,Schools,1.4.8 Fees to independent schools without SEN,0.14,1.74,2.45,low,0.29,x,4.62,0,4.62,1
202122,Financial year,National,England,E92000001,Schools,1.4.9 Equal pay - back pay,0.02,0.94,0.42,0.06,low,x,1.44,0,1.44,0
202122,Financial year,National,England,E92000001,Schools,1.4.10 Pupil growth (includes infant class sizes for years prior to 2018-19),0.88,60.82,67.11,2.67,0.06,x,131.54,0.29,131.25,15
202122,Financial year,National,England,E92000001,Schools,1.4.11 SEN transport,0.05,2.61,1.91,13.91,1.2,0.14,19.82,0,19.82,2
202122,Financial year,National,England,E92000001,Schools,1.4.12 Exceptions agreed by Secretary of State,0.46,0.03,0.03,0.74,0.29,0,1.56,0,1.56,0
202122,Financial year,National,England,E92000001,Schools,1.4.13 Infant class sizes,x,8.35,x,x,x,x,8.35,0,8.35,1
202122,Financial year,National,England,E92000001,Schools,1.4.14 Other Items,2.08,30.42,18.85,2.01,0.56,x,54.76,x,54.76,6
202122,Financial year,National,England,E92000001,Schools,1.5.1 Education welfare service (funded within schools budget),x,x,x,x,x,x,37.36,0.79,36.57,4
202122,Financial year,National,England,E92000001,Schools,1.5.2 Asset management (funded within schools budget),x,x,x,x,x,x,17.56,low,17.56,2
202122,Financial year,National,England,E92000001,Schools,1.5.3 Statutory/ Regulatory duties (funded within schools budget),x,x,x,x,x,x,74.74,0.55,74.19,8
202122,Financial year,National,England,E92000001,Schools,1.6.1 Central support services,x,x,x,x,x,x,6.98,0.31,6.68,1
202122,Financial year,National,England,E92000001,Schools,1.6.2 Education welfare service,x,x,x,x,x,x,2.49,0,2.49,0
202122,Financial year,National,England,E92000001,Schools,1.6.3 Asset Management (funded through maintained schools budget),x,x,x,x,x,x,5.8,0.01,5.78,1
202122,Financial year,National,England,E92000001,Schools,1.6.4 Statutory/ Regulatory duties (funded through maintained schools budget),x,x,x,x,x,x,15.81,0.57,15.24,2
202122,Financial year,National,England,E92000001,Schools,1.6.5 Premature retirement cost/ Redundancy costs (new provisions),x,x,x,x,x,x,2.84,0.02,2.82,0
202122,Financial year,National,England,E92000001,Schools,1.6.6 Monitoring national curriculum assessment,x,x,x,x,x,x,0.95,0,0.95,0
202122,Financial year,National,England,E92000001,Schools,1.7.1 Other Specific Grants,0.3,11.79,1.04,0.58,0.08,low,13.8,13.8,0,0
202122,Financial year,National,England,E92000001,Schools,1.8.1 TOTAL SCHOOLS EXPENDITURE (after academy recoupment),3668.7,14126.7,5391.3,4276.27,624.73,529.2,28781.41,113.58,28667.83,z
202122,Financial year,National,England,E92000001,Dedicated schools grant,1.9.1 Dedicated Schools Grant for year,x,x,x,x,x,x,27757.88,x,x,z
202122,Financial year,National,England,E92000001,Dedicated schools grant,1.9.1a Dedicated Schools Grant in year adjustments,x,x,x,x,x,x,127.38,x,x,z
202122,Financial year,National,England,E92000001,Dedicated schools grant,1.9.2 Dedicated Schools Grant brought forward from previous year,x,x,x,x,x,x,-793.56,x,x,z
202122,Financial year,National,England,E92000001,Dedicated schools grant,1.9.3 Dedicated Schools Grant carried forward to next year,x,x,x,x,x,x,1152.57,x,x,z
202122,Financial year,National,England,E92000001,Dedicated schools grant,1.9.4 Grant for maintained school 6th forms,x,x,x,x,x,x,399.9,x,x,z
202122,Financial year,National,England,E92000001,Dedicated schools grant,1.9.5 Local Authority additional contribution,x,x,x,x,x,x,22.04,x,x,z
202122,Financial year,National,England,E92000001,Dedicated schools grant,1.9.6 Total funding supporting the Schools Budget,x,x,x,x,x,x,28666.21,x,x,z
202122,Financial year,National,England,E92000001,Other education and community,2.0.1 Central support services,x,x,x,x,x,x,147.93,95.25,52.68,14
202122,Financial year,National,England,E92000001,Other education and community,2.0.2 Education welfare service,x,x,x,x,x,x,49.63,12.62,37.02,10
202122,Financial year,National,England,E92000001,Other education and community,2.0.3 School improvement,x,x,x,x,x,x,139.64,68.79,70.85,19
202122,Financial year,National,England,E92000001,Other education and community,2.0.4 Asset management - education,x,x,x,x,x,x,47.54,12.73,34.8,9
202122,Financial year,National,England,E92000001,Other education and community,2.0.5 Statutory/ Regulatory duties - education,x,x,x,x,x,x,217.35,58.94,158.41,43
202122,Financial year,National,England,E92000001,Other education and community,2.0.6 Premature retirement cost/ Redundancy costs (new provisions),x,x,x,x,x,x,15.95,0.77,15.18,4
202122,Financial year,National,England,E92000001,Other education and community,2.0.7 Monitoring national curriculum assessment,x,x,x,x,x,x,3.25,0.6,2.65,1
202122,Financial year,National,England,E92000001,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,166.34,31.07,135.27,15
202122,Financial year,National,England,E92000001,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,11.31,127.75,119.9,716.46,31.6,x,1007.03,28.37,978.66,111
202122,Financial year,National,England,E92000001,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,6.63,28.99,2.31,77.15,115.09,3.67,111.42,13
202122,Financial year,National,England,E92000001,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0.24,6.11,0.4,33.49,40.24,1.22,39.02,4
202122,Financial year,National,England,E92000001,Other education and community,2.1.8 Home to post-16 provision transport: mainstream home to post-16 transport expenditure,x,x,1.69,0.05,0.03,21.48,23.26,7.31,15.95,2
202122,Financial year,National,England,E92000001,Other education and community,2.1.9 Supply of school places,x,x,x,x,x,x,29.87,12.13,17.74,2
202122,Financial year,National,England,E92000001,Other education and community,2.2.1 Other spend not funded from the Schools Budget,x,x,x,x,x,x,121,92.14,28.86,3
202122,Financial year,National,England,E92000001,Other education and community,2.3.1 Young peoples learning and development,x,x,38.67,2.96,1.31,4.55,47.49,23.98,23.51,3
202122,Financial year,National,England,E92000001,Other education and community,2.3.2 Adult and Community learning,x,x,x,x,x,x,303.89,262.97,40.92,5
202122,Financial year,National,England,E92000001,Other education and community,2.3.3 Pension costs,x,x,x,x,x,x,236.64,13.98,222.66,25
202122,Financial year,National,England,E92000001,Other education and community,2.3.4 Joint use arrangements,x,x,x,x,x,x,3.53,1.78,1.75,0
202122,Financial year,National,England,E92000001,Other education and community,2.3.5 Insurance,x,x,x,x,x,x,3.39,low,3.39,0
202122,Financial year,National,England,E92000001,Other education and community,2.4.1 Other Specific Grant,x,x,x,x,x,x,48.12,48.12,0,z
202122,Financial year,National,England,E92000001,Other education and community,2.5.1 Capital Expenditure (excluding CERA),10,548.15,407.13,200.18,21.23,x,1186.7,242.69,944,108
202122,Financial year,National,England,E92000001,Other education and community,2.4.2 Capital Expenditure from Revenue (CERA) (Non-schools budget functions),x,x,x,x,x,x,14.09,2.33,11.76,z
202122,Financial year,National,England,E92000001,Other education and community,2.4.3 Total Other education and community expenditure,x,x,x,x,x,x,3458.63,832.74,2625.89,708
